TimeStamp: 2024-05-08T13:51:39.481    Log Level: INFO   Message:Starting app
TimeStamp: 2024-05-08T13:51:39.959    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.959    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T13:51:39.959    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.959    Log Level: Info   Message:This order has a discount= 16.5
TimeStamp: 2024-05-08T13:51:39.959    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.960    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.960    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.960    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.961    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.961    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.961    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.961    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.961    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.961    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.961    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.962    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.962    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T13:51:39.962    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.962    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T13:51:39.962    Log Level: Info   Message:This order has a discount= 20.0
TimeStamp: 2024-05-08T13:51:39.962    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.962    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.962    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.964    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.964    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.965    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 6.5
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 7.0
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.966    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.968    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.968    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.968    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 9.5
TimeStamp: 2024-05-08T13:51:39.969    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T13:51:39.970    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 6.5
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 8.0
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 7.0
TimeStamp: 2024-05-08T13:51:39.971    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.972    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.975    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.975    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.975    Log Level: Info   Message:This order has a discount= 15.5
TimeStamp: 2024-05-08T13:51:39.975    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.975    Log Level: Info   Message:This order has a discount= 4.5
TimeStamp: 2024-05-08T13:51:39.975    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.975    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.976    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.976    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.976    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.976    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has a discount= 11.5
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.977    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.978    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.980    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 13.5
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.981    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.982    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has a discount= 20.0
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.983    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has a discount= 16.5
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has a discount= 11.5
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has a discount= 17.5
TimeStamp: 2024-05-08T13:51:39.984    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.985    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.985    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.985    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T13:51:39.985    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.985    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.985    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.985    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.986    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.986    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.986    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.986    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.986    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.986    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.987    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.987    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.987    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.987    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T13:51:39.987    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T13:51:39.987    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.987    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.988    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.988    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.988    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.988    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.988    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.988    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.988    Log Level: Info   Message:This order has a discount= 15.5
TimeStamp: 2024-05-08T13:51:39.988    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.989    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.989    Log Level: Info   Message:This order has a discount= 4.0
TimeStamp: 2024-05-08T13:51:39.989    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.990    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.990    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.990    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.990    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.991    Log Level: Info   Message:This order has a discount= 21.0
TimeStamp: 2024-05-08T13:51:39.991    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T13:51:39.991    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.991    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.991    Log Level: Info   Message:This order has a discount= 15.5
TimeStamp: 2024-05-08T13:51:39.991    Log Level: Info   Message:This order has a discount= 17.5
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 17.5
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.992    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.993    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.993    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.993    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T13:51:39.993    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.993    Log Level: Info   Message:This order has a discount= 15.5
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.994    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.995    Log Level: Info   Message:This order has a discount= 5.5
TimeStamp: 2024-05-08T13:51:39.995    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.995    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.995    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.995    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.995    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.995    Log Level: Info   Message:This order has a discount= 3.0
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.996    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.997    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.997    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.997    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.999    Log Level: Info   Message:This order has a discount= 13.5
TimeStamp: 2024-05-08T13:51:39.999    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.999    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.999    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:40    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:40    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T13:51:40    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.001    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:40.001    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:40.001    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.001    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:40.001    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:40.001    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.002    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T13:51:40.002    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.002    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:40.002    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:40.002    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.002    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.002    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.002    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has a discount= 2.0
TimeStamp: 2024-05-08T13:51:40.003    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has a discount= 4.5
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has a discount= 17.0
TimeStamp: 2024-05-08T13:51:40.004    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:40.007    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.007    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T13:51:40.007    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:40.007    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.007    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.007    Log Level: Info   Message:This order has a discount= 2.0
TimeStamp: 2024-05-08T13:51:40.007    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 5.5
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.008    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:40.009    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:40.009    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.009    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:40.009    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.009    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:40.009    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.009    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:40.009    Log Level: Info   Message:This order has a discount= 3.0
TimeStamp: 2024-05-08T13:51:40.010    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:40.010    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:40.010    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:40.010    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:40.010    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.010    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:40.010    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:40.010    Log Level: Info   Message:This order has a discount= 4.0
TimeStamp: 2024-05-08T13:51:40.017    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:40.017    Log Level: Info   Message:This order has a discount= 4.5
TimeStamp: 2024-05-08T13:51:40.017    Log Level: Info   Message:This order has a discount= 15.0
